hh,mm,x (min in day),y0,y1,y2
14,0,840,3163.435,130413.835,0.465
14,3,843,2556.301,68345.634,0.317
14,6,846,9662.784,320218.713,0.965
14,9,849,12733.091,586565.647,1.267
14,12,852,28708.343,758386.103,2.834
14,15,855,3116.691,78583.665,0.387
14,18,858,2836,37701.395,0.326
14,21,861,16357.011,507629.582,1.231
14,24,864,22950.903,540081.143,1.726
14,27,867,4937.02,61127.429,0.577
14,30,870,5223.268,359168.585,0.427
14,33,873,5641.658,316650.321,0.648
14,36,876,9385.714,503770.333,0.929
14,39,879,2594.866,43862.607,0.343
14,42,882,13636.737,617250.682,1.385
14,45,885,23503.759,1203392.482,1.277
14,48,888,68724.899,5594382.247,1.663
14,51,891,8704.087,166264.13,1.076
14,54,894,2323.247,88572.847,0.259
14,57,897,14038.741,497242.315,1.345
15,0,900,20593.524,657948.333,1.393
15,3,903,6416.854,248138.697,0.921
15,6,906,3046.292,80271.551,0.427
15,9,909,5904.309,168754.917,0.718
15,12,912,14965.022,429956.533,1.961
15,15,915,11064.707,587941.702,1.459
10,12,612,25259.261,1358270.478,1.022
10,15,615,13434.136,1188875.545,0.602
10,18,618,22085.751,1166502.746,1.016
10,21,621,33358.977,2056356.419,1.866
10,24,624,30608.889,1878485.822,1.678
10,27,627,42633.867,1600792.133,1.361
10,30,630,60573.902,2117571.847,4.601
10,33,633,39662.373,2038175.774,2.621
10,36,636,18017.495,727830.198,1.319
10,39,639,28614.586,998795.713,2.16
10,42,642,25419.094,739495.691,0.939
10,45,645,43930.324,1751669.81,2.112
10,48,648,14036.756,483302.844,1.211
10,51,651,77117.663,4150337.303,2.674
10,54,654,81089.89,5346081.011,1.368
10,57,657,15372.629,698856.629,0.961
11,0,660,8630.222,303194.089,0.994
11,3,663,18939.209,1197534.857,1.923
11,6,666,43053.422,1465735.156,1.933
11,9,669,8245.363,130295.692,0.819
11,12,672,8984.225,221273.573,1.051
11,15,675,13903.116,223869.039,1.95
11,18,678,26896.136,898706.395,1.39
11,21,681,27829.683,1232538.885,1.383
11,24,684,4080.136,146705.808,0.525
11,27,687,54569.137,2635848.393,3.311
11,30,690,33113.407,1569839.429,1.786
11,33,693,11937.136,266763.455,1.119
11,36,696,39814.232,1000014.762,4.099
11,39,699,27127.644,1355862.889,2.411
11,42,702,1076.584,43721.753,0.129
11,45,705,48021.231,1860095.868,1.802
11,48,708,22118.57,729457.564,1.816
11,51,711,57820.425,2582742.927,3.302
11,54,714,5266.286,85806.681,0.511
11,57,717,10074.011,199988.693,1.028
12,0,720,4676.603,142362.816,0.464
12,3,723,73740.372,1990405.29,3.131
12,6,726,14107.022,509564.756,1.017
12,9,729,20954.933,726485.2,1.261
12,12,732,32296.133,810745.778,1.628
12,15,735,10411.467,248778.044,1.044
12,18,738,21321.261,842794.913,2.065
12,21,741,39239.954,1119504.184,2.184
12,24,744,11276.425,271483.084,0.883
12,27,747,23244.508,865299.978,0.878
12,30,750,47924.38,2388761.877,1.179
12,33,753,65043.261,2872302.826,1.793
12,36,756,65501.136,3794646.455,2.71
12,39,759,30665.778,664162.711,3.167
12,42,762,21396.93,972112.692,1.881
12,45,765,5172.449,83752.854,0.522
12,48,768,22340.978,1226496.044,1.417
12,51,771,8409.13,164239.277,0.791
12,54,774,37937.407,1046388.659,2.846
12,57,777,30549.702,1379662.851,1.575
13,0,780,15314.86,709290.145,0.86
13,3,783,23548.18,704201.753,2.056
13,6,786,2866.725,77611.956,0.319
13,9,789,27212.978,1104231.2,1.617
13,12,792,50314.74,1917408.088,3.293
13,15,795,37561.034,1630133.258,2.292
13,18,798,19310.933,775587.511,1.567
13,21,801,22190.87,679511.565,1.201
13,24,804,8885.257,251383.269,0.977
13,27,807,17491.585,711058.448,1.339
13,30,810,25372.737,809398.838,2.397
13,33,813,11573.348,327790.188,1.403
13,36,816,15681.978,758748.629,1.551
13,39,819,11926.704,582444.201,0.994
13,42,822,43494.725,1878636.791,1.247
13,45,825,39700.108,1852078.919,2.454
13,48,828,46661.563,1401182.989,4.27
13,51,831,9335.604,168275.604,1.115
13,54,834,42029.289,1519387.022,2.172
13,57,837,6114,124734.667,0.606
14,0,840,12545.644,545445.244,1.039
14,3,843,12975.519,395663.257,1.033
14,6,846,3513.311,122406.644,0.305
14,9,849,12469.006,263781.006,1.592
14,12,852,15504.356,217336.844,1.867
14,15,855,8982.337,54536.135,1.23
14,18,858,15670.838,664262.704,1.196
14,21,861,34268.42,1265810.74,2.017
14,24,864,26016.087,945548.546,3.087
14,27,867,30965.258,1469846.427,2.978
14,30,870,22530.387,495175.116,2.414
14,33,873,12612.29,141596.291,1.615
14,36,876,23088.894,1257404.961,2.218
14,39,879,12044.066,90652.641,1.354
14,42,882,32990.497,798469.26,2.514
14,45,885,12384.626,290242.413,1.279
14,48,888,30769.856,1274661.215,1.674
14,51,891,54977.573,2636202.831,4.079
14,54,894,49539.778,1098537.422,5.294
14,57,897,7456.707,42368.53,0.994
15,0,900,15801.547,323207.337,1.912
15,3,903,7243.084,60064.492,0.972
15,6,906,29169.689,1245635.689,2.072
15,9,909,20906.267,928937.556,1.972
15,12,912,27120.308,805611.121,2.297
15,15,915,49061.676,1814611.307,3.721
15,18,918,31185.422,867961.422,3.25
15,21,921,28298.726,1423040.179,1.615
15,24,924,36391.467,1028217.956,3.117
15,27,927,15266.8,147483.067,1.794
15,30,930,23757.702,604201.591,1.729
15,33,933,18726.32,695220.287,1.635
15,36,936,21088.678,502229.65,2.35
15,39,939,41173.407,1401732.088,3.659
15,42,942,12307.352,204661.453,1.408
15,45,945,20202.608,462959.912,1.564
15,48,948,36417.067,1256813.111,2.561
15,51,951,25044.135,678415.371,1.674
15,54,954,26456.879,897377.626,1.852
15,57,957,48634.472,1433798.966,4.888
16,0,960,29032.903,968708.731,2.758
16,3,963,24334.903,931631.497,1.634
16,6,966,12578.198,192782.549,1.67
16,9,969,22824.497,720646.554,1.859
16,12,972,37017.768,887904.928,3.166
16,15,975,10585.724,59614.188,1.657
16,18,978,15472.962,129751.694,1.699
16,21,981,27137.401,784020.701,2.096
16,24,984,6650.087,79302.478,0.837
16,27,987,29333.303,1104705.189,2.36
16,30,990,24428.514,324827.128,2.916
16,33,993,16933.26,505489.68,2.011
16,36,996,8200.703,60876.396,1.104
16,39,999,23230.382,447570.112,2.596
16,42,1002,22493.944,274549.631,2.453
16,45,1005,33397.422,951544.044,3.717
16,48,1008,19749.436,510334.409,1.663
16,51,1011,10234.505,153586.418,1.363
16,54,1014,32353.22,955992.045,3.695
16,57,1017,10417.067,199272.044,1.167
17,0,1020,12834.154,217843.78,1.626
17,3,1023,68848.756,1973571.022,5.383
17,6,1026,6727.64,48275.011,0.865
17,9,1029,15870.514,548965.902,1.563
17,12,1032,12033.079,196443.416,1.163
17,15,1035,27674.756,708142.222,1.856
17,18,1038,17647.204,613364.155,1.47
17,21,1041,7248.894,26480.045,0.944
17,24,1044,9518.339,49896.175,1.344
17,27,1047,17328.854,270441.843,1.989
17,33,1053,5746.333,62537.978,0.761
17,36,1056,8648,95240.044,0.989
17,39,1059,16309.333,765280.533,1.944
17,42,1062,15083.067,615661.333,1.211
17,45,1065,15864.707,623345.989,1.486
17,48,1068,13796.156,171277.855,1.38
17,51,1071,28298.637,677783.33,1.425
17,54,1074,22405.436,708998.895,1.994
17,57,1077,7275.289,66377.333,1.289
18,0,1080,9484.203,82143.458,1.542
18,3,1083,34969.275,1144311.077,2.462
18,6,1086,18072.221,251996.641,1.989
18,9,1089,9552.089,81808.978,1.206
18,12,1092,34468.022,649084.243,3.558
18,15,1095,9731.236,68829.348,1.303
18,18,1098,43357.348,1175999.204,2.552
18,21,1101,11559.684,128856.271,1.26
18,24,1104,23524.109,1259639.388,2.23
18,27,1107,10347.486,114672.536,1.302
18,30,1110,13850.652,660373.569,1.646
18,33,1113,28561.207,656640.268,2.575
18,36,1116,7255.78,104760.967,1.027
18,39,1119,13658.458,229623.151,1.777
18,42,1122,8026.489,70947.2,1.044
18,45,1125,31095.067,1299157.6,2.983
18,48,1128,13818.87,184322.652,1.707
18,51,1131,11544.37,232958.659,1.376
18,54,1134,10652.559,160911.785,1.425
18,57,1137,14362.364,334004.818,1.636
19,0,1140,28540.514,675144.804,1.43
19,3,1143,23273.011,775846.418,1.687
19,6,1146,17446.939,255830.188,2.32
19,9,1149,10074.413,120852.827,1.335
19,12,1152,33237.039,1229261.923,2
19,15,1155,28508.023,514268.203,3.311
19,18,1158,8638.549,90151.473,1.198
19,21,1161,6571.441,53797.676,0.955
19,24,1164,35950.533,1250344.889,2.25
19,27,1167,35566.444,744554.133,2.406
19,30,1170,8928.398,74321.017,1.149
19,33,1173,32670.742,1267976.584,2.236
19,36,1176,24302.267,511014.089,2.133
19,39,1179,22790.232,411417.414,2.519
19,42,1182,36194.222,1189170.222,2.65
19,45,1185,31962.754,1392642.973,2.924
19,48,1188,8287.593,99590.644,1.023
19,51,1191,13458.145,645528.358,1.268
19,54,1194,16213.6,609400.622,1.511
19,57,1197,6071.602,48466.961,0.856
20,0,1200,9760.696,122879.696,1.261
20,3,1203,20154.136,750331.682,1.705
20,6,1206,6291.933,32318.749,0.866
20,9,1209,34175.204,1255273.105,2.127
20,12,1212,28619.173,863567.866,2.285
20,15,1215,18313.503,645128.486,1.486
20,18,1218,21656.53,519202.387,2.033
20,21,1221,34815.416,800020.989,3.59
20,24,1224,6680.831,31853.596,0.956
20,27,1227,13993.438,124024.809,1.573
20,30,1230,5465.495,19188,0.857
20,33,1233,15791.775,241972.944,2.174
20,36,1236,9652.044,62406.549,1.209
20,39,1239,22661.944,512551.017,1.872
20,42,1242,7821.876,74717.514,0.96
20,45,1245,38979.297,1250783.033,3.819
20,48,1248,17833.758,652991.516,1.582
20,51,1251,11481.609,145543.821,1.469
20,54,1254,17811.263,691899.352,1.994
20,57,1257,13160.222,217632.267,1.544
21,0,1260,5995.824,26654.813,0.819
21,3,1263,7670.373,36743.548,1.023
21,6,1266,16747.6,455441.156,1.706
21,9,1269,12588.4,227066.622,1.733
21,12,1272,15625.391,616349.261,1.424
21,15,1275,10958.96,336280,1.356
21,18,1278,10665.438,109249.573,1.404
21,21,1281,9989.436,90389.039,1.238
21,24,1284,9007.017,71675.084,1.302
21,27,1287,35758.769,887362.989,3.588
21,30,1290,7286.933,221108.578,0.972
21,33,1293,17614.622,666501.778,1.833
21,36,1296,8295.022,68507.333,1.156
21,39,1299,30597.511,1243148.044,1.983
21,42,1302,6931.822,96480.444,0.95
21,45,1305,5254.889,45521.867,0.722
21,48,1308,9350.089,116362.489,1.278
21,51,1311,19642.413,467335.598,2.028
21,54,1314,18756.641,2496183.956,1.193
21,57,1317,7469.14,73300.961,0.916
22,0,1320,23672.575,598272.177,1.696
22,3,1323,7822.533,66846.622,1.089
22,6,1326,13290.503,186787.128,1.531
22,9,1329,10970.8,114162.089,1.372
22,12,1332,26908.729,1247254.144,2.144
22,15,1335,13911.691,234664.221,1.619
22,18,1338,10090.578,103369.733,1.183
22,21,1341,13114.337,229623.056,1.376
22,24,1344,9425.978,108248.571,1.11
22,27,1347,14169.832,294868.067,1.626
22,30,1350,9776.444,132359.6,1.283
22,33,1353,17769.296,779671.821,1.67
22,36,1356,29201.564,560972.38,3.447
22,39,1359,7229.039,35197.039,1.039
22,42,1362,8848.804,50425.743,1.335
22,45,1365,8961.924,146931.41,1.295
22,48,1368,7020.737,68130.145,0.983
22,51,1371,16852.584,553081.753,1.258
22,54,1374,8277.158,137587.191,0.973
22,57,1377,6548.156,47235.799,0.994
23,0,1380,14676.508,226891.669,1.735
23,3,1383,6456.494,24599.416,0.949
23,6,1386,7852.906,61116.066,1.337
23,9,1389,7847.464,58127.598,1.056
23,12,1392,6029.934,21750.33,0.901
23,15,1395,8555.128,47475.084,1.274
23,18,1398,5991.011,22855.101,0.899
23,21,1401,21332.923,688766.989,1.923
23,24,1404,14179.556,347450.844,1.267
23,27,1407,7620.156,29251.352,1.045
23,30,1410,20079.956,1217961.244,2.189
23,33,1413,9130.637,126647.285,1.575
23,36,1416,13431.522,248941.565,2.245
23,39,1419,7270.517,84634.787,1.23
23,42,1422,33019.685,603487.146,3.837
23,45,1425,6907.279,50355.06,1.115
23,48,1428,5179.89,21483.801,0.74
23,51,1431,6369.169,39036.719,0.966
23,54,1434,6849.156,75367.689,0.939
23,57,1437,6660.978,51488.178,0.989
0,0,0,9954.798,120464.393,1.251
0,3,3,6599.277,37373.017,1
0,6,6,14500.489,221039.956,1.728
0,9,9,7356.067,76598.927,1.145
0,12,12,13413.143,594803.516,1.28
0,15,15,6067.441,39537.832,0.832
0,18,18,4882.382,25357.124,0.713
0,21,21,6001.689,23517.156,0.889
0,24,24,16254.489,615231.467,1.483
0,27,27,12698.652,317167.249,1.348
0,30,30,5670.807,22472.928,0.807
0,33,33,8973.095,137728.045,1.106
0,36,36,5585.956,20516.578,0.822
0,39,39,6665.901,42017.149,0.939
0,42,42,6086.659,19134.212,0.894
0,45,45,5661.923,22155.227,0.823
0,48,48,27889.162,498231.508,3.162
0,51,51,7584.309,42035.094,0.95
0,54,54,5748.4,22015.2,0.828
0,57,57,9336.849,71649.832,1.117
1,0,60,5697.105,34729.768,0.84
1,3,63,8152.844,111608.222,1.056
1,6,66,7080.223,73311.777,0.983
1,9,69,34658.066,608791.077,2.5
1,12,72,7404.225,25578.607,0.955
1,15,75,5415.822,20448.356,0.783
1,18,78,5808.67,30490.413,0.883
1,21,81,23254.593,687524,2.088
1,24,84,22518.831,623800.494,1.466
1,27,87,21785.407,605431.824,1.357
1,30,90,5760.719,22648.315,0.82
1,33,93,9581.714,103036.923,1.214
1,36,96,8121.556,80027.156,1.117
1,39,99,10008.088,173259.403,1.481
1,42,102,4531.011,20870.382,0.663
1,45,105,4142.63,56346.122,0.575
1,48,108,4520.492,28052.782,0.665
1,51,111,3524.889,23508.533,0.517
1,54,114,27214.489,477923.511,2.9
1,57,117,5991.378,33089.289,0.85
2,0,120,3339.689,17153.067,0.494
2,3,123,7751.422,68234.356,1.039
2,6,126,11134.57,60410.726,1.296
2,9,129,6951.121,38026.33,0.962
2,12,132,5515.441,39660.067,0.793
2,15,135,19489.956,343751.511,2.222
2,18,138,15389.867,515203.956,1.539
2,21,141,7437.778,70739.2,1.094
2,24,144,8757.746,100797.127,1.077
2,27,147,7302.622,41573.644,1.033
2,30,150,5001.556,18387.022,0.739
2,33,153,6035.263,30207.106,0.844
2,36,156,8289.326,80562.564,1.055
2,39,159,7345.654,38400,1
2,42,162,5446,18878.356,0.778
2,45,165,9154.298,60473.459,1.171
2,48,168,11218.592,370514.413,1.559
2,51,171,7099.359,56499.58,0.884
2,54,174,5903.777,30982.168,0.883
2,57,177,5838.933,21737.778,0.844
3,0,180,36280.354,614250.829,3.663
3,3,183,5774.787,19791.371,0.831
3,6,186,15278.033,338040,1.213
3,9,189,14788.09,381550.247,1.017
3,12,192,42482.961,977881.105,2.105
3,15,195,7633.877,27615.017,1.017
3,18,198,10103.257,150224.481,1.082
3,21,201,17428.18,333236.764,1.978
3,24,204,6637.244,29715.778,0.917
3,27,207,7619.604,28558.857,0.995
3,30,210,6839.551,77122.112,0.854
3,33,213,9309.81,87765.587,1.179
3,36,216,5276.862,19058.564,0.751
3,39,219,7867.689,39092.267,1.111
3,42,222,6956,33084.667,1.039
3,45,225,10210.089,83827.2,1.25
3,48,228,8675.757,23684.42,1.138
3,51,231,24479.506,659572.899,1.579
3,54,234,22868,681887.077,1.549
3,57,237,12247.687,138884.648,1.609
4,0,240,18981.613,631383.691,1.989
4,3,243,10089.492,94796.791,1.412
4,6,246,28433.319,480967.429,3.187
4,9,249,6003.486,29459.128,0.872
4,12,252,5889.67,31644.484,0.901
4,15,255,2706.35,54874.486,0.311
4,18,258,3288.44,169064.396,0.264
4,21,261,1105.768,19791.16,0.133
4,24,264,13171.799,193771.62,1.38
4,27,267,20205.006,323083.263,2.156
4,30,270,26540.022,2014666.254,1.646
4,33,273,9042.71,109117.377,1.202
4,36,276,28656.768,853508.068,1.678
4,39,279,13582.674,239259.448,1.541
4,42,282,7129.492,27411.209,0.927
6,18,378,8011.933,64920.715,0.816
6,21,381,5064.578,57752.489,0.433
6,24,384,20728.356,775019.911,1.606
6,27,387,20082.682,660805.855,0.821
6,30,390,4426.901,52405.538,0.5
6,33,393,5149.184,133490.86,0.581
6,36,396,5645.613,137476.862,0.536
6,39,399,3310.48,57825.028,0.341
6,42,402,5146.166,106930.829,0.564
6,45,405,3318.034,178911.598,0.201
6,48,408,1675.209,99701.143,0.209
6,51,411,1172.449,31215.326,0.191
6,54,414,6418.622,145198.178,0.811
6,57,417,2186.044,21894.667,0.272
7,0,420,42100.818,767958.983,3.249
7,3,423,2021.855,39331.888,0.285
7,6,426,19441.483,619530.652,0.68
7,9,429,3548.703,270010.593,0.126
7,12,432,3206.533,43393.111,0.367
7,15,435,2928.933,34784.133,0.294
7,18,438,6117.733,120048.756,0.472
7,21,441,1906.74,22885.304,0.227
7,24,444,3332.533,83986.933,0.367
7,27,447,7566.978,94688.889,0.722
7,30,450,23524.906,788030.851,1.276
7,33,453,7885.708,194213.663,0.865
7,36,456,13334.168,642565.453,0.922
7,39,459,1884.308,32597.934,0.291
7,42,462,1304.67,19096.939,0.173
7,45,465,32344.354,1883637.569,1.972
7,48,468,4065.609,32736.849,0.486
7,51,471,4014.549,145550.462,0.33
7,54,474,8798.212,229771.173,0.771
7,57,477,31337.68,1028741.304,1.448
8,0,480,14224.764,577763.506,0.837
8,3,483,41680.267,1473847.733,2.183
8,6,486,15542.144,686650.873,0.834
8,9,489,22448.84,809000,1.182
8,12,492,11444.782,262973.453,1.346
8,15,495,8222.157,146654.337,0.989
8,18,498,2685.746,66128,0.287
8,21,501,2228.756,67945.333,0.211
8,24,504,7266.222,177286.978,0.794
8,27,507,3489.193,82838.939,0.293
8,30,510,10739.845,151801.503,0.923
8,33,513,2536.719,51776.674,0.275
8,36,516,18050.519,664616.398,0.807
8,39,519,2449.213,75120.539,0.298
8,42,522,4275.516,60136,0.505
8,45,525,3875.6,63981.911,0.661
8,48,528,4259.596,601575.281,0.382
8,51,531,2317.436,33026.873,0.227
8,54,534,1070.133,28039.689,0.161
8,57,537,30126.489,775071.2,1.883
9,0,540,7614.365,170194.608,0.818
9,3,543,3291.713,40122.122,0.365
9,6,546,681.818,16044.773,0.114
9,9,549,2437.231,53934.286,0.258
9,12,552,1422.637,33339.912,0.187
9,15,555,20894.742,646039.91,0.966
9,18,558,1000.565,18157.13,0.13
9,21,561,2218.743,40417.829,0.251
9,24,564,21795.261,609849.783,0.848
9,27,567,5381.966,144001.898,0.74
9,30,570,9054.4,618909.911,0.867
9,33,573,4925.587,82083.263,0.581
9,36,576,26255.735,1318760.221,1.105
9,39,579,9227.978,159231.912,0.856
9,42,582,3426.842,69204.721,0.372
9,45,585,29514.441,1415371.48,1.994
9,48,588,5890.369,153220.872,0.531
9,51,591,1691.289,36134.667,0.239
9,54,594,6212.597,195541.392,0.586
9,57,597,8986.667,596547.2,0.617
10,0,600,2254.489,32739.956,0.233
10,3,603,782.838,34446.749,0.117
10,6,606,3535.733,46011.022,0.394
10,9,609,11627.934,775884.066,1.011
10,12,612,1680.27,20293.258,0.208
10,15,615,8999.644,610555.511,0.672
10,18,618,2312.53,30751.823,0.271
10,21,621,5987.2,103981.778,0.883
10,24,624,25910.11,673080.44,1.582
10,27,627,26064.497,1234659.616,1.944
10,30,630,4630.901,75930.022,0.912
10,33,633,7739.822,261616.044,0.761
10,36,636,5660.022,81440.67,0.547
10,39,639,9214.202,635661.393,0.843
10,42,642,3344.13,40114.522,0.429
10,45,645,13166.793,696984.626,0.933
10,48,648,28726.188,1242323.669,1.895
10,51,651,18433.073,503384.134,0.832
10,54,654,10758.147,131932.429,1.017
10,57,657,8304.306,132998.645,0.885
11,0,660,7530.533,101836.978,0.644
11,3,663,2577.822,66071.289,0.433
11,6,666,21328.756,758723.244,1.683
11,9,669,5699.094,180275.359,0.724
11,12,672,1681.753,26442.652,0.185
11,15,675,2801.238,56780.641,0.221
11,18,678,5349.378,178860.978,0.378
11,21,681,25265.689,981523.022,1.294
11,24,684,1750.762,41644.331,0.144
11,27,687,7411.164,158131.073,0.915
11,30,690,3306.343,67018.873,0.287
11,33,693,5110.489,68568.267,0.444
11,36,696,9070.945,262814.11,0.775
11,39,699,24353.618,1400387.326,1.438
11,42,702,4427.022,166642.311,0.328
11,45,705,6359.604,163977.407,0.797
11,48,708,1858.531,29841.356,0.237
11,51,711,20059.56,601839.077,0.846
11,54,714,13577.743,223190.525,1.425
11,57,717,18986.74,642702.586,1.044
12,0,720,1962.202,42403.146,0.326
12,3,723,6034.458,84650.279,0.793
12,6,726,29781.495,1191937.143,1.258
12,9,729,23496.849,883894.257,1.631
12,12,732,9848.308,184071.912,0.929
12,15,735,25413.169,796700.449,1.039
12,18,738,7929.812,152676.994,0.503
12,21,741,11031.067,129156.533,0.906
12,24,744,12256.884,348824.177,0.856
12,27,747,3294.212,65514.994,0.307
12,30,750,20393.017,869287.558,1.232
12,33,753,2201.333,66334.089,0.317
12,36,756,10914.592,117869.453,1.218
12,39,759,7007.333,131685.733,0.95
12,42,762,1560.884,23663.337,0.193
12,45,765,5509.631,67558.302,0.553
12,48,768,2673.591,34761.945,0.326
12,51,771,9032.804,128795.844,1.061
12,54,774,11202.549,589153.802,0.72
12,57,777,3693.676,62554.19,0.447
13,0,780,2766.703,24268.757,0.297
13,3,783,4047.356,109974.161,0.437
13,6,786,4715.209,54568.659,0.511
13,9,789,11620.249,649652.836,0.797
13,12,792,12810.989,358710.33,1.082
13,15,795,15014.939,268912.796,1.635
13,18,798,5555.416,172274.742,0.292
13,21,801,3343.824,48228.264,0.516
13,24,804,13648.588,214906.26,1.441
13,27,807,51124.42,2358116.729,2.448
13,30,810,18377.956,623686.356,0.889
13,33,813,2611.244,70468.667,0.294
13,36,816,2899.845,65786.21,0.249
13,39,819,2355.084,54686.704,0.296
13,42,822,13024.663,420334.586,0.746
13,45,825,14458.771,700117.14,1.229
13,48,828,7566.099,517661.923,0.541
13,51,831,3576,96491.685,0.303
13,54,834,12059.956,226375.511,1.333
13,57,837,8627.801,259160.265,0.514
14,0,840,4125.569,29654.365,0.481
14,3,843,2022.489,28607.644,0.222
14,6,846,5059.888,69801.788,0.704
14,9,849,31783.022,1273558.222,1.956
14,12,852,13500.066,669106.608,0.751
14,15,855,13911.6,646586.667,0.744
14,18,858,17053.683,790449.224,1.361
14,21,861,7591.273,259014.318,0.869
14,24,864,3413.26,43519.337,0.343
14,27,867,16856.633,666141.107,1.13
14,30,870,2033.005,32593.049,0.246
14,33,873,10487.646,185257.989,0.713
14,36,876,4329.733,124680.978,0.294
14,39,879,35500.112,1176657.698,1
14,42,882,15808.711,679924.267,0.883
14,45,885,17777.743,417941.318,1.821
14,48,888,6085.497,150451.128,0.603
14,51,891,13960.8,641446.4,1
14,54,894,1975.297,31028.396,0.236
14,57,897,6769.244,81104.267,0.722
15,0,900,5729.028,73718.615,0.62
15,3,903,3939.022,36922.133,0.444
15,6,906,17888.402,671147.352,1.128
15,9,909,7479.556,94696.222,0.594
15,12,912,2340.862,50791.293,0.348
15,15,915,11725.422,301749.333,0.606
15,18,918,2259.297,59907.297,0.231
15,21,921,17723.486,394308.38,1.061
15,24,924,7561.169,216135.64,0.713
15,27,927,12757.652,610323.609,0.973
15,30,930,32481.207,1030890.905,1.101
15,33,933,14378.682,324474.905,1.067
15,36,936,3150.562,70190.742,0.478
15,39,939,2788.132,60297.099,0.28
15,42,942,25786.21,798866.475,0.79
15,45,945,6743.47,101975.514,0.641
15,48,948,9889.663,142774.607,0.972
15,51,951,9832.944,125674.966,1.084
15,54,954,17679.429,636624.22,0.78
15,57,957,7757.274,87933.006,0.838
16,0,960,4921.362,104278.34,0.473
16,3,963,10526,165576.326,0.866
16,6,966,23268.889,667030.756,0.95
16,9,969,16733.613,590031.16,1.039
